,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,scenario_navn
10,11,radiator,EksisterendeOgBT3,,,OMT8-10,592798,Studenthjem/studentboliger,Hus,Eldre,7807,0,10,10.732541,59.964932,False,True,False,False,False,False,0,0,True,[54.1 54.5 53.2 ... 57.8 55.1 33.7],[54.1 54.5 53.2 ... 57.8 55.1 33.7],"[115.19051824 115.90865607 118.55517604 ... 110.78807113 105.90540396
  80.06758253]","[15.27262956 15.35216402 16.33879401 ... 13.24701778 12.70135099
 11.59189563]",[54.1 54.5 53.2 ... 57.8 55.1 33.7],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[108.2 109.  106.4 ... 115.6 110.2  67.4],794400.0,6.0,-6.0,438950.2,0.0,0,438950.2,0.0,0.0,83524.73630180625,22.2,0.0,0,22.2,0.0,0.0,38.47177569550001,22.6,0.0,0,22.6,0.0,0.0,50.800168517500005,Energiforsyning (2035),Referansesituasjon
11,12,rehab1970Panelovn,EksisterendeOgBT3,,,OMT18,593922,Studenthjem/studentboliger,Hus,Eldre,1991,0,5,10.73141,59.965243,True,False,False,False,False,True,0,0,True,"[25.18952663 25.69737999 24.63088793 ... 20.31413438 20.46649039
 18.99371564]","[25.18952663 25.69737999 24.63088793 ... 20.31413438 20.46649039
 18.99371564]","[43.27408442 43.87611577 43.97790761 ... 36.00013381 35.5063573
 32.71985925]",[4.52113945 4.54468395 4.83675492 ... 3.92149986 3.75996673 3.4315359 ],"[25.18952663 25.69737999 24.63088793 ... 20.31413438 20.46649039
 18.99371564]",[7.19700761 7.34210857 7.03739655 ... 5.80403839 5.84756868 5.4267759 ],"[-17.99251902 -18.35527142 -17.59349138 ... -14.51009598 -14.6189217
 -13.56693975]",[0. 0. 0. ... 0. 0. 0.],0,0,1196.0,717600.0,"[32.38653424 33.03948856 31.66828449 ... 26.11817277 26.31405907
 24.42049154]",172200.0,7.0,8.0,133954.50000000015,95681.78571428578,0,133954.50000000015,38272.71428571432,0.0,0.0,5.332460274462871,3.808900196044908,0,5.332460274462871,1.5235600784179635,0.0,0.0,5.891098969882791,4.207927835630565,0,5.891098969882791,1.683171134252226,0.0,0.0,Energiforsyning (2035),Referansesituasjon
12,13,rehab1970Panelovn,EksisterendeOgBT3,,,OMT24,593923,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.730378,59.965032,True,False,False,False,False,True,0,0,True,"[30.92976035 30.98411845 29.9513145  ... 39.73577296 39.51834055
 38.86604332]","[30.92976035 30.98411845 29.9513145  ... 39.73577296 39.51834055
 38.86604332]","[49.01431814 49.16285423 49.29833418 ... 55.4217724  54.55820747
 52.59218692]",[4.52113945 4.54468395 4.83675492 ... 3.92149986 3.75996673 3.4315359 ],"[30.92976035 30.98411845 29.9513145  ... 39.73577296 39.51834055
 38.86604332]","[ 8.83707439  8.85260527  8.55751843 ... 11.35307799 11.29095444
 11.10458381]","[-22.09268596 -22.13151318 -21.39379607 ... -28.38269497 -28.22738611
 -27.76145952]",[0. 0. 0. ... 0. 0. 0.],0,0,1775.0,1065000.0,"[39.76683474 39.83672372 38.50883293 ... 51.08885095 50.809295
 49.97062713]",255600.0,10.0,13.0,198819.0000000002,142013.57142857157,0,198819.0000000002,56805.42857142863,0.0,0.0,8.044999177051052,5.746427983607894,0,8.044999177051052,2.2985711934431574,0.0,0.0,10.273681381504382,7.3383438439317015,0,10.273681381504382,2.9353375375726802,0.0,0.0,Energiforsyning (2035),Referansesituasjon
13,14,rehab1970Panelovn,EksisterendeOgBT3,,,OMT26,593932,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729364,59.964821,True,True,False,False,False,True,0,0,True,"[32.15186316 30.45965983 30.23403272 ... 17.03484679 16.69640613
 16.58359258]","[32.15186316 30.45965983 30.23403272 ... 17.03484679 16.69640613
 16.58359258]","[50.23642095 48.63839561 49.58105239 ... 32.72084623 31.73627305
 30.30973618]",[4.52113945 4.54468395 4.83675492 ... 3.92149986 3.75996673 3.4315359 ],"[32.15186316 30.45965983 30.23403272 ... 17.03484679 16.69640613
 16.58359258]",[9.18624662 8.70275995 8.63829506 ... 4.86709908 4.77040175 4.73816931],"[-22.96561654 -21.75689988 -21.59573766 ... -12.16774771 -11.92600438
 -11.84542327]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1369.0,821400.0,"[41.33810977 39.16241978 38.87232779 ... 21.90194588 21.46680788
 21.32176188]",150800.0,-7.0,-19.0,153324.0000000001,109517.14285714288,0,153324.0000000001,43806.85714285715,0.0,46303.96550713686,10.83010127349731,7.73578662392665,0,10.83010127349731,3.0943146495706593,0.0,21.327762932000002,7.220067515664873,5.157191082617766,0,7.220067515664873,2.0628764330471068,0.0,28.16230682,Energiforsyning (2035),Referansesituasjon
14,15,rehab1970Panelovn,EksisterendeOgBT3,,,OMT34-36,593933,Studenthjem/studentboliger,Hus,Eldre,3605,0,5,10.728414,59.964115,True,True,False,False,False,True,0,0,True,"[45.21515639 43.99312514 42.36375013 ... 40.32703137 40.53070325
 40.42886731]","[45.21515639 43.99312514 42.36375013 ... 40.32703137 40.53070325
 40.42886731]","[76.97340422 75.9167587  76.33900419 ... 67.87317672 66.94217686
 64.53331461]",[7.93956196 7.98090839 8.49381351 ... 6.88653634 6.6028684  6.02611182],"[45.21515639 43.99312514 42.36375013 ... 40.32703137 40.53070325
 40.42886731]","[12.91861611 12.56946432 12.10392861 ... 11.52200896 11.58020093
 11.55110495]","[-32.29654028 -31.42366081 -30.25982152 ... -28.80502241 -28.95050232
 -28.87776237]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],2261.0,1356600.0,"[58.1337725  56.56258946 54.46767874 ... 51.84904034 52.11090418
 51.97997226]",248500.0,-21.0,-33.0,253239.50000000081,180885.35714285774,0,253239.50000000081,72354.14285714309,0.0,77137.6135181277,11.609296910815,8.29235493629643,0,11.609296910815,3.3169419745185706,0.0,35.529845365,10.489101594859168,7.492215424899406,0,10.489101594859168,2.9968861699597618,0.0,46.915488025,Energiforsyning (2035),Referansesituasjon
15,16,rehab1970Panelovn,EksisterendeOgBT3,,,OMT32,593934,Barnehage,Barnehage,Eldre,561,0,2,10.728939,59.964233,True,True,False,False,False,True,0,0,True,[4.12933026 4.18832069 4.30630155 ... 3.42144507 3.4804355  3.59841637],[4.12933026 4.18832069 4.30630155 ... 3.42144507 3.4804355  3.59841637],"[ 9.81411082  9.6816238   9.81212607 ... 10.07890619  9.52732689
  9.71835881]",[1.42119514 1.37332578 1.37645613 ... 1.66436528 1.51172285 1.52998561],[4.12933026 4.18832069 4.30630155 ... 3.42144507 3.4804355  3.59841637],[1.17980864 1.19666305 1.23037187 ... 0.97755573 0.99441014 1.02811896],"[-2.94952161 -2.99165764 -3.07592968 ... -2.44388934 -2.48602536
 -2.57029741]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],350.0,210000.0,[5.3091389  5.38498374 5.53667343 ... 4.3990008  4.47484565 4.62653533],22000.0,-14.0,-16.0,41321.49999999988,28024.163287681426,0,41321.49999999988,11209.665315072574,2087.6713972458747,32630.753301164703,1.1208182127061772,0.8005844376472695,0,1.1208182127061772,0.3202337750589077,0.0,15.5143537395,3.362454638118532,2.4017533129418087,0,3.362454638118532,0.9607013251767231,0.0,20.639895738,Energiforsyning (2035),Referansesituasjon
16,17,rehab1970Panelovn,EksisterendeOgBT3,,,OMT46,593935,Studenthjem/studentboliger,Hus,Eldre,2164,0,5,10.729544,59.963812,True,True,False,False,False,True,0,0,True,"[28.5133086  29.49120185 28.25596827 ... 25.57962883 24.34439525
 23.57237426]","[28.5133086  29.49120185 28.25596827 ... 25.57962883 24.34439525
 23.57237426]","[46.59786639 47.66993763 47.60298794 ... 41.26562827 39.38426216
 37.29851786]",[4.52113945 4.54468395 4.83675492 ... 3.92149986 3.75996673 3.4315359 ],"[28.5133086  29.49120185 28.25596827 ... 25.57962883 24.34439525
 23.57237426]",[8.1466596  8.42605767 8.07313379 ... 7.30846538 6.9555415  6.73496407],"[-20.366649   -21.06514418 -20.18283448 ... -18.27116345 -17.38885375
 -16.83741018]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1358.0,814800.0,"[36.6599682  37.91725953 36.32910206 ... 32.88809421 31.29993675
 30.30733833]",149300.0,-12.0,-18.0,152146.5000000003,108676.07142857162,0,152146.5000000003,43470.42857142865,0.0,46303.96550713686,7.565805711107831,5.404146936505594,0,7.565805711107831,2.1616587746022375,0.0,21.327762932000002,7.823146041417622,5.587961458155444,0,7.823146041417622,2.2351845832621775,0.0,28.16230682,Energiforsyning (2035),Referansesituasjon
17,18,rehab1970Panelovn,EksisterendeOgBT3,,,OMT20-22,593936,Studenthjem/studentboliger,Hus,Eldre,3156,0,4,10.73046,59.964537,True,False,False,False,False,True,0,0,True,"[54.47884504 53.28587763 51.49642652 ... 53.88236134 51.49642652
 50.40287306]","[54.47884504 53.28587763 51.49642652 ... 53.88236134 51.49642652
 50.40287306]","[87.11926642 86.0962788  86.41543763 ... 82.19367739 78.64155217
 75.17688834]",[8.16010535 8.20260029 8.72975278 ... 7.07782901 6.78628141 6.19350382],"[54.47884504 53.28587763 51.49642652 ... 53.88236134 51.49642652
 50.40287306]","[15.5653843  15.22453647 14.71326472 ... 15.39496038 14.71326472
 14.40082087]","[-38.91346074 -38.06134117 -36.7831618  ... -38.48740096 -36.7831618
 -36.00205218]",[0. 0. 0. ... 0. 0. 0.],0,0,2811.0,1686600.0,"[70.04422934 68.5104141  66.20969124 ... 69.27732172 66.20969124
 64.80369393]",404800.0,22.0,20.0,314823.9999999991,224874.28571428513,0,314823.9999999991,89949.71428571404,0.0,0.0,16.900371637101014,12.071694026500724,0,16.900371637101014,4.828677610600289,0.0,0.0,15.806818178229774,11.290584413021268,0,15.806818178229774,4.516233765208506,0.0,0.0,Energiforsyning (2035),Referansesituasjon
18,19,skoglyBarnehage,EksisterendeOgBT3,,,OMT16,593937,Barnehage,Barnehage,Eldre,562,0,2,10.730984,59.964629,False,True,False,False,False,False,0,0,True,[7.42247653 7.44789597 7.47331541 ... 5.54143796 5.6939546  5.84647124],[7.42247653 7.44789597 7.47331541 ... 5.54143796 5.6939546  5.84647124],"[13.10725709 12.94119908 12.97913993 ... 12.19889908 11.74084598
 11.96641368]",[1.42119514 1.37332578 1.37645613 ... 1.66436528 1.51172285 1.52998561],[7.42247653 7.44789597 7.47331541 ... 5.54143796 5.6939546  5.84647124],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,"[14.84495306 14.89579194 14.94663082 ... 11.08287591 11.3879092
 11.69294248]",66900.0,-13.0,-17.0,49777.999999999905,0.0,0,49777.999999999905,0.0,0.0,32688.9186368174,1.143874807546474,0.0,0,1.143874807546474,0.0,0.0,15.542008559000001,1.8047802519066587,0.0,0,1.8047802519066587,0.0,0.0,20.676686996,Energiforsyning (2035),Referansesituasjon
19,20,radiator,EksisterendeOgBT3,,,OMT12-14,593938,Studenthjem/studentboliger,Hus,Eldre,9945,0,13,10.731491,59.96473,False,False,False,False,False,False,0,0,True,"[46.18560211 45.60828208 46.47426212 ... 47.48457217 47.34024216
 47.62890217]","[46.18560211 45.60828208 46.47426212 ... 47.48457217 47.34024216
 47.62890217]","[118.52383328 118.3232252  123.86234081 ... 110.22856991 107.49970982
 102.53347658]","[18.08455779 18.17873578 19.34701967 ... 15.68599944 15.03986692
 13.7261436 ]","[46.18560211 45.60828208 46.47426212 ... 47.48457217 47.34024216
 47.62890217]",0,0,0,0,0,0.0,0.0,"[92.37120421 91.21656416 92.94852424 ... 94.96914433 94.68048432
 95.25780434]",773300.0,61.0,60.0,386658.4999999988,0.0,0,386658.4999999988,0.0,0.0,0.0,30.742291401718983,0.0,0,30.742291401718983,0.0,0.0,0.0,29.876311362233942,0.0,0,29.876311362233942,0.0,0.0,0.0,Energiforsyning (2035),Referansesituasjon
